"","id","date","tavg"
"102","RSM00031510",2004-04-11,65
"103","RSM00031510",2004-04-12,66
"104","RSM00031510",2004-04-13,29
"105","RSM00031510",2004-04-14,8
"106","RSM00031510",2004-04-15,13
"107","RSM00031510",2004-04-16,34
"108","RSM00031510",2004-04-17,24
"109","RSM00031510",2004-04-18,58
"110","RSM00031510",2004-04-19,57
"111","RSM00031510",2004-04-20,54
"112","RSM00031510",2004-04-21,51
"113","RSM00031510",2004-04-22,52
"114","RSM00031510",2004-04-23,51
"115","RSM00031510",2004-04-24,45
"116","RSM00031510",2004-04-25,56
"117","RSM00031510",2004-04-26,74
"118","RSM00031510",2004-04-27,112
"119","RSM00031510",2004-04-28,153
"120","RSM00031510",2004-04-29,57
"121","RSM00031510",2004-04-30,47
"122","RSM00031510",2004-05-01,82
"123","RSM00031510",2004-05-02,101
"124","RSM00031510",2004-05-03,37
"125","RSM00031510",2004-05-04,45
"126","RSM00031510",2004-05-05,53
"127","RSM00031510",2004-05-06,32
"128","RSM00031510",2004-05-07,77
"129","RSM00031510",2004-05-08,134
"130","RSM00031510",2004-05-09,149
"131","RSM00031510",2004-05-10,76
"132","RSM00031510",2004-05-11,110
"133","RSM00031510",2004-05-12,130
"134","RSM00031510",2004-05-13,142
"135","RSM00031510",2004-05-14,128
"136","RSM00031510",2004-05-15,111
"137","RSM00031510",2004-05-16,117
"138","RSM00031510",2004-05-17,95
"139","RSM00031510",2004-05-18,115
"140","RSM00031510",2004-05-19,115
"141","RSM00031510",2004-05-20,108
"142","RSM00031510",2004-05-21,133
"143","RSM00031510",2004-05-22,130
"144","RSM00031510",2004-05-23,141
"145","RSM00031510",2004-05-24,169
"146","RSM00031510",2004-05-25,161
"147","RSM00031510",2004-05-26,153
"148","RSM00031510",2004-05-27,152
"149","RSM00031510",2004-05-28,152
"150","RSM00031510",2004-05-29,129
"151","RSM00031510",2004-05-30,126
"152","RSM00031510",2004-05-31,127
"153","RSM00031510",2004-06-01,172
"154","RSM00031510",2004-06-02,197
"155","RSM00031510",2004-06-03,207
"156","RSM00031510",2004-06-04,152
"157","RSM00031510",2004-06-05,183
"158","RSM00031510",2004-06-06,123
"159","RSM00031510",2004-06-07,129
"160","RSM00031510",2004-06-08,162
"161","RSM00031510",2004-06-09,186
"162","RSM00031510",2004-06-10,176
"163","RSM00031510",2004-06-11,184
"164","RSM00031510",2004-06-12,226
"165","RSM00031510",2004-06-13,212
"166","RSM00031510",2004-06-14,177
"167","RSM00031510",2004-06-15,215
"168","RSM00031510",2004-06-16,254
"169","RSM00031510",2004-06-17,279
"170","RSM00031510",2004-06-18,233
"171","RSM00031510",2004-06-19,239
"172","RSM00031510",2004-06-20,232
"173","RSM00031510",2004-06-21,220
"174","RSM00031510",2004-06-22,234
"175","RSM00031510",2004-06-23,241
"176","RSM00031510",2004-06-24,247
"177","RSM00031510",2004-06-25,249
"178","RSM00031510",2004-06-26,240
"179","RSM00031510",2004-06-27,177
"180","RSM00031510",2004-06-28,186
"181","RSM00031510",2004-06-29,196
"182","RSM00031510",2004-06-30,220
"183","RSM00031510",2004-07-01,218
"184","RSM00031510",2004-07-02,171
"185","RSM00031510",2004-07-03,155
"186","RSM00031510",2004-07-04,184
"187","RSM00031510",2004-07-05,197
"188","RSM00031510",2004-07-06,196
"189","RSM00031510",2004-07-07,195
"190","RSM00031510",2004-07-08,216
"191","RSM00031510",2004-07-09,228
"192","RSM00031510",2004-07-10,234
"193","RSM00031510",2004-07-11,232
"194","RSM00031510",2004-07-12,250
"195","RSM00031510",2004-07-13,276
"196","RSM00031510",2004-07-14,279
"197","RSM00031510",2004-07-15,283
"198","RSM00031510",2004-07-16,266
"199","RSM00031510",2004-07-17,259
"200","RSM00031510",2004-07-18,256
"201","RSM00031510",2004-07-19,224
"202","RSM00031510",2004-07-20,233
"203","RSM00031510",2004-07-21,256
"204","RSM00031510",2004-07-22,280
"205","RSM00031510",2004-07-23,240
"206","RSM00031510",2004-07-24,206
"207","RSM00031510",2004-07-25,214
"208","RSM00031510",2004-07-26,236
"209","RSM00031510",2004-07-27,235
"210","RSM00031510",2004-07-28,206
"211","RSM00031510",2004-07-29,208
"212","RSM00031510",2004-07-30,200
"213","RSM00031510",2004-07-31,175
"214","RSM00031510",2004-08-01,148
"215","RSM00031510",2004-08-02,162
"216","RSM00031510",2004-08-03,168
"217","RSM00031510",2004-08-04,189
"218","RSM00031510",2004-08-05,185
"219","RSM00031510",2004-08-06,199
"220","RSM00031510",2004-08-07,230
"221","RSM00031510",2004-08-08,213
"222","RSM00031510",2004-08-09,222
"223","RSM00031510",2004-08-10,200
"224","RSM00031510",2004-08-11,163
"225","RSM00031510",2004-08-12,175
"226","RSM00031510",2004-08-13,185
"227","RSM00031510",2004-08-14,150
"228","RSM00031510",2004-08-15,120
"229","RSM00031510",2004-08-16,160
"230","RSM00031510",2004-08-17,172
"231","RSM00031510",2004-08-18,183
"232","RSM00031510",2004-08-19,198
"233","RSM00031510",2004-08-20,220
"234","RSM00031510",2004-08-21,223
"235","RSM00031510",2004-08-22,250
"236","RSM00031510",2004-08-23,234
"237","RSM00031510",2004-08-24,198
"238","RSM00031510",2004-08-25,192
"239","RSM00031510",2004-08-26,216
"240","RSM00031510",2004-08-27,202
"241","RSM00031510",2004-08-28,205
"242","RSM00031510",2004-08-29,174
"243","RSM00031510",2004-08-30,147
"244","RSM00031510",2004-08-31,146
"245","RSM00031510",2004-09-01,144
"246","RSM00031510",2004-09-02,154
"247","RSM00031510",2004-09-03,170
"248","RSM00031510",2004-09-04,170
"249","RSM00031510",2004-09-05,189
"250","RSM00031510",2004-09-06,143
"251","RSM00031510",2004-09-07,115
"252","RSM00031510",2004-09-08,108
"253","RSM00031510",2004-09-09,137
"254","RSM00031510",2004-09-10,172
"255","RSM00031510",2004-09-11,181
"256","RSM00031510",2004-09-12,174
"257","RSM00031510",2004-09-13,141
"258","RSM00031510",2004-09-14,161
"259","RSM00031510",2004-09-15,156
"260","RSM00031510",2004-09-16,169
"261","RSM00031510",2004-09-17,162
"262","RSM00031510",2004-09-18,111
"263","RSM00031510",2004-09-19,113
"264","RSM00031510",2004-09-20,128
"265","RSM00031510",2004-09-21,146
"266","RSM00031510",2004-09-22,167
"267","RSM00031510",2004-09-23,157
"268","RSM00031510",2004-09-24,165
"269","RSM00031510",2004-09-25,139
"270","RSM00031510",2004-09-26,133
"271","RSM00031510",2004-09-27,139
"272","RSM00031510",2004-09-28,84
"273","RSM00031510",2004-09-29,59
"274","RSM00031510",2004-09-30,51
"275","RSM00031510",2004-10-01,35
"276","RSM00031510",2004-10-02,40
"277","RSM00031510",2004-10-03,45
"278","RSM00031510",2004-10-04,61
"279","RSM00031510",2004-10-05,116
"280","RSM00031510",2004-10-06,64
"281","RSM00031510",2004-10-07,68
"282","RSM00031510",2004-10-08,71
"283","RSM00031510",2004-10-09,95
"284","RSM00031510",2004-10-10,148
"285","RSM00031510",2004-10-11,93
"286","RSM00031510",2004-10-12,44
"287","RSM00031510",2004-10-13,30
"288","RSM00031510",2004-10-14,73
"289","RSM00031510",2004-10-15,66
"290","RSM00031510",2004-10-16,49
"291","RSM00031510",2004-10-17,103
"292","RSM00031510",2004-10-18,91
"293","RSM00031510",2004-10-19,52
"294","RSM00031510",2004-10-20,43
"295","RSM00031510",2004-10-21,26
"296","RSM00031510",2004-10-22,4
"297","RSM00031510",2004-10-23,-14
"298","RSM00031510",2004-10-24,-29
"299","RSM00031510",2004-10-25,-37
"300","RSM00031510",2004-10-26,-40
"301","RSM00031510",2004-10-27,-5
"302","RSM00031510",2004-10-28,3
"303","RSM00031510",2004-10-29,27
"304","RSM00031510",2004-10-30,7
"305","RSM00031510",2004-10-31,-4
"306","RSM00031510",2004-11-01,-34
"307","RSM00031510",2004-11-02,-9
"308","RSM00031510",2004-11-03,-17
"309","RSM00031510",2004-11-04,-12
"310","RSM00031510",2004-11-05,-13
"311","RSM00031510",2004-11-06,-52
"312","RSM00031510",2004-11-07,-58
"313","RSM00031510",2004-11-08,-53
"314","RSM00031510",2004-11-09,-46
"315","RSM00031510",2004-11-10,-32
"316","RSM00031510",2004-11-11,-86
"317","RSM00031510",2004-11-12,-121
"318","RSM00031510",2004-11-13,-124
"319","RSM00031510",2004-11-14,-119
"320","RSM00031510",2004-11-15,-104
"321","RSM00031510",2004-11-16,-106
"322","RSM00031510",2004-11-17,-68
"323","RSM00031510",2004-11-18,-53
"324","RSM00031510",2004-11-19,-77
"325","RSM00031510",2004-11-20,-41
"326","RSM00031510",2004-11-21,-19
"327","RSM00031510",2004-11-22,-33
"328","RSM00031510",2004-11-23,-39
"329","RSM00031510",2004-11-24,-99
"330","RSM00031510",2004-11-25,-74
"331","RSM00031510",2004-11-26,-45
"332","RSM00031510",2004-11-27,-87
"333","RSM00031510",2004-11-28,-149
"334","RSM00031510",2004-11-29,-150
"335","RSM00031510",2004-11-30,-95
"336","RSM00031510",2004-12-01,-141
"337","RSM00031510",2004-12-02,-94
"338","RSM00031510",2004-12-03,-89
"339","RSM00031510",2004-12-04,-160
"340","RSM00031510",2004-12-05,-166
"341","RSM00031510",2004-12-06,-146
"342","RSM00031510",2004-12-07,-202
"343","RSM00031510",2004-12-08,-226
"344","RSM00031510",2004-12-09,-239
"345","RSM00031510",2004-12-10,-200
"346","RSM00031510",2004-12-11,-184
"347","RSM00031510",2004-12-12,-262
"348","RSM00031510",2004-12-13,-255
"349","RSM00031510",2004-12-14,-301
"350","RSM00031510",2004-12-15,-250
"351","RSM00031510",2004-12-16,-263
"352","RSM00031510",2004-12-17,-298
"353","RSM00031510",2004-12-18,-320
"354","RSM00031510",2004-12-19,-287
"355","RSM00031510",2004-12-20,-264
"356","RSM00031510",2004-12-21,-264
"357","RSM00031510",2004-12-22,-202
"358","RSM00031510",2004-12-23,-169
"359","RSM00031510",2004-12-24,-183
"360","RSM00031510",2004-12-25,-188
"361","RSM00031510",2004-12-26,-162
"362","RSM00031510",2004-12-27,-145
"363","RSM00031510",2004-12-28,-204
"364","RSM00031510",2004-12-29,-239
"365","RSM00031510",2004-12-30,-192
"366","RSM00031510",2004-12-31,-208
"367","RSM00031510",2005-01-01,-203
"368","RSM00031510",2005-01-02,-198
"369","RSM00031510",2005-01-03,-187
"370","RSM00031510",2005-01-04,-203
"371","RSM00031510",2005-01-05,-175
"372","RSM00031510",2005-01-06,-248
"373","RSM00031510",2005-01-07,-260
"374","RSM00031510",2005-01-08,-233
"375","RSM00031510",2005-01-09,-201
"376","RSM00031510",2005-01-10,-157
"377","RSM00031510",2005-01-11,-114
"378","RSM00031510",2005-01-12,-105
"379","RSM00031510",2005-01-13,-99
"380","RSM00031510",2005-01-14,-126
"381","RSM00031510",2005-01-15,-180
"382","RSM00031510",2005-01-16,-207
"383","RSM00031510",2005-01-17,-207
"384","RSM00031510",2005-01-18,-152
"385","RSM00031510",2005-01-19,-154
"386","RSM00031510",2005-01-20,-163
"387","RSM00031510",2005-01-21,-186
"388","RSM00031510",2005-01-22,-228
"389","RSM00031510",2005-01-23,-207
"390","RSM00031510",2005-01-24,-177
"391","RSM00031510",2005-01-25,-166
"392","RSM00031510",2005-01-26,-172
"393","RSM00031510",2005-01-27,-179
"394","RSM00031510",2005-01-28,-229
"395","RSM00031510",2005-01-29,-210
"396","RSM00031510",2005-01-30,-163
"397","RSM00031510",2005-01-31,-205
"398","RSM00031510",2005-02-01,-109
"399","RSM00031510",2005-02-02,-139
"400","RSM00031510",2005-02-03,-167
"401","RSM00031510",2005-02-04,-185
"402","RSM00031510",2005-02-05,-149
"403","RSM00031510",2005-02-06,-168
"404","RSM00031510",2005-02-07,-204
"405","RSM00031510",2005-02-08,-209
"406","RSM00031510",2005-02-09,-200
"407","RSM00031510",2005-02-10,-185
"408","RSM00031510",2005-02-11,-191
"409","RSM00031510",2005-02-12,-191
"410","RSM00031510",2005-02-13,-157
"411","RSM00031510",2005-02-14,-144
"412","RSM00031510",2005-02-15,-162
"413","RSM00031510",2005-02-16,-164
"414","RSM00031510",2005-02-17,-186
"415","RSM00031510",2005-02-18,-190
"416","RSM00031510",2005-02-19,-174
"417","RSM00031510",2005-02-20,-183
"418","RSM00031510",2005-02-21,-143
"419","RSM00031510",2005-02-22,-136
"420","RSM00031510",2005-02-23,-144
"421","RSM00031510",2005-02-24,-166
"422","RSM00031510",2005-02-25,-181
"423","RSM00031510",2005-02-26,-184
"424","RSM00031510",2005-02-27,-156
"425","RSM00031510",2005-02-28,-134
"426","RSM00031510",2005-03-01,-150
"427","RSM00031510",2005-03-02,-140
"428","RSM00031510",2005-03-03,-165
"429","RSM00031510",2005-03-04,-128
"430","RSM00031510",2005-03-05,-90
"431","RSM00031510",2005-03-06,-47
"432","RSM00031510",2005-03-07,-101
"433","RSM00031510",2005-03-08,-149
"434","RSM00031510",2005-03-09,-153
"435","RSM00031510",2005-03-10,-130
"436","RSM00031510",2005-03-11,-108
"437","RSM00031510",2005-03-12,-83
"438","RSM00031510",2005-03-13,-65
"439","RSM00031510",2005-03-14,-40
"440","RSM00031510",2005-03-15,8
"441","RSM00031510",2005-03-16,-16
"442","RSM00031510",2005-03-17,-41
"443","RSM00031510",2005-03-18,-30
"444","RSM00031510",2005-03-19,-7
"445","RSM00031510",2005-03-20,2
"446","RSM00031510",2005-03-21,-14
"447","RSM00031510",2005-03-22,-52
"448","RSM00031510",2005-03-23,-77
"449","RSM00031510",2005-03-24,-84
"450","RSM00031510",2005-03-25,-59
"451","RSM00031510",2005-03-26,-19
"452","RSM00031510",2005-03-27,-13
"453","RSM00031510",2005-03-28,-14
"454","RSM00031510",2005-03-29,-16
"455","RSM00031510",2005-03-30,-17
"456","RSM00031510",2005-03-31,12
"457","RSM00031510",2005-04-01,21
"458","RSM00031510",2005-04-02,9
"459","RSM00031510",2005-04-03,37
"460","RSM00031510",2005-04-04,60
"461","RSM00031510",2005-04-05,53
"462","RSM00031510",2005-04-06,40
"463","RSM00031510",2005-04-07,7
"464","RSM00031510",2005-04-08,26
"465","RSM00031510",2005-04-09,16
"466","RSM00031510",2005-04-10,18
"467","RSM00031510",2005-04-11,38
"468","RSM00031510",2005-04-12,23
"469","RSM00031510",2005-04-13,31
"470","RSM00031510",2005-04-14,14
"471","RSM00031510",2005-04-15,1
"472","RSM00031510",2005-04-16,26
"473","RSM00031510",2005-04-17,37
"474","RSM00031510",2005-04-18,39
"475","RSM00031510",2005-04-19,34
"476","RSM00031510",2005-04-20,48
"477","RSM00031510",2005-04-21,63
"478","RSM00031510",2005-04-22,58
"479","RSM00031510",2005-04-23,64
"480","RSM00031510",2005-04-24,54
"481","RSM00031510",2005-04-25,73
"482","RSM00031510",2005-04-26,80
"483","RSM00031510",2005-04-27,59
"484","RSM00031510",2005-04-28,82
"485","RSM00031510",2005-04-29,85
"486","RSM00031510",2005-04-30,62
"487","RSM00031510",2005-05-01,53
"488","RSM00031510",2005-05-02,51
"489","RSM00031510",2005-05-03,62
"490","RSM00031510",2005-05-04,69
"491","RSM00031510",2005-05-05,83
"492","RSM00031510",2005-05-06,73
"493","RSM00031510",2005-05-07,68
"494","RSM00031510",2005-05-08,63
"495","RSM00031510",2005-05-09,74
"496","RSM00031510",2005-05-10,88
"497","RSM00031510",2005-05-11,97
"498","RSM00031510",2005-05-12,94
"499","RSM00031510",2005-05-13,96
"500","RSM00031510",2005-05-14,98
"501","RSM00031510",2005-05-15,117
"502","RSM00031510",2005-05-16,97
"503","RSM00031510",2005-05-17,112
"504","RSM00031510",2005-05-18,120
"505","RSM00031510",2005-05-19,147
"506","RSM00031510",2005-05-20,98
"507","RSM00031510",2005-05-21,117
"508","RSM00031510",2005-05-22,140
"509","RSM00031510",2005-05-23,142
"510","RSM00031510",2005-05-24,169
"511","RSM00031510",2005-05-25,184
"512","RSM00031510",2005-05-26,123
"513","RSM00031510",2005-05-27,123
"514","RSM00031510",2005-05-28,136
"515","RSM00031510",2005-05-29,138
"516","RSM00031510",2005-05-30,143
"517","RSM00031510",2005-05-31,183
"518","RSM00031510",2005-06-01,167
"519","RSM00031510",2005-06-02,157
"520","RSM00031510",2005-06-03,193
"521","RSM00031510",2005-06-04,219
"522","RSM00031510",2005-06-05,227
"523","RSM00031510",2005-06-06,182
"524","RSM00031510",2005-06-07,148
"525","RSM00031510",2005-06-08,168
"526","RSM00031510",2005-06-09,178
"527","RSM00031510",2005-06-10,183
"528","RSM00031510",2005-06-11,177
"529","RSM00031510",2005-06-12,192
"530","RSM00031510",2005-06-13,212
"531","RSM00031510",2005-06-14,215
"532","RSM00031510",2005-06-15,203
"533","RSM00031510",2005-06-16,211
"534","RSM00031510",2005-06-17,212
"535","RSM00031510",2005-06-18,221
"536","RSM00031510",2005-06-19,227
"537","RSM00031510",2005-06-20,227
"538","RSM00031510",2005-06-21,220
"539","RSM00031510",2005-06-22,236
"540","RSM00031510",2005-06-23,210
"541","RSM00031510",2005-06-24,224
"542","RSM00031510",2005-06-25,197
"543","RSM00031510",2005-06-26,210
"544","RSM00031510",2005-06-27,216
"545","RSM00031510",2005-06-28,214
"546","RSM00031510",2005-06-29,236
"547","RSM00031510",2005-06-30,238
"548","RSM00031510",2005-07-01,229
"549","RSM00031510",2005-07-02,242
"550","RSM00031510",2005-07-03,243
"551","RSM00031510",2005-07-04,219
"552","RSM00031510",2005-07-05,183
"553","RSM00031510",2005-07-06,214
"554","RSM00031510",2005-07-07,218
"555","RSM00031510",2005-07-08,224
"556","RSM00031510",2005-07-09,222
"557","RSM00031510",2005-07-10,232
"558","RSM00031510",2005-07-11,245
"559","RSM00031510",2005-07-12,265
"560","RSM00031510",2005-07-13,254
"561","RSM00031510",2005-07-14,226
"562","RSM00031510",2005-07-15,240
"563","RSM00031510",2005-07-16,221
"564","RSM00031510",2005-07-17,213
"565","RSM00031510",2005-07-18,212
"566","RSM00031510",2005-07-19,190
"567","RSM00031510",2005-07-20,207
"568","RSM00031510",2005-07-21,221
"569","RSM00031510",2005-07-22,242
"570","RSM00031510",2005-07-23,231
"571","RSM00031510",2005-07-24,248
"572","RSM00031510",2005-07-25,240
"573","RSM00031510",2005-07-26,240
"574","RSM00031510",2005-07-27,235
"575","RSM00031510",2005-07-28,225
"576","RSM00031510",2005-07-29,211
"577","RSM00031510",2005-07-30,220
"578","RSM00031510",2005-07-31,240
"579","RSM00031510",2005-08-01,239
"580","RSM00031510",2005-08-02,215
"581","RSM00031510",2005-08-03,226
"582","RSM00031510",2005-08-04,184
"583","RSM00031510",2005-08-05,213
"584","RSM00031510",2005-08-06,229
"585","RSM00031510",2005-08-07,246
"586","RSM00031510",2005-08-08,263
"587","RSM00031510",2005-08-09,247
"588","RSM00031510",2005-08-10,264
"589","RSM00031510",2005-08-11,249
"590","RSM00031510",2005-08-12,255
"591","RSM00031510",2005-08-13,249
"592","RSM00031510",2005-08-14,233
"593","RSM00031510",2005-08-15,225
"594","RSM00031510",2005-08-16,178
"595","RSM00031510",2005-08-17,182
"596","RSM00031510",2005-08-18,174
"597","RSM00031510",2005-08-19,177
"598","RSM00031510",2005-08-20,165
"599","RSM00031510",2005-08-21,192
"600","RSM00031510",2005-08-22,210
"601","RSM00031510",2005-08-23,231
"602","RSM00031510",2005-08-24,237
"603","RSM00031510",2005-08-25,230
"604","RSM00031510",2005-08-26,205
"605","RSM00031510",2005-08-27,213
"606","RSM00031510",2005-08-28,209
"607","RSM00031510",2005-08-29,172
"608","RSM00031510",2005-08-30,94
"609","RSM00031510",2005-08-31,83
"610","RSM00031510",2005-09-01,97
"611","RSM00031510",2005-09-02,104
"612","RSM00031510",2005-09-03,145
"613","RSM00031510",2005-09-04,172
"614","RSM00031510",2005-09-05,182
"615","RSM00031510",2005-09-06,195
"616","RSM00031510",2005-09-07,192
"617","RSM00031510",2005-09-08,176
"618","RSM00031510",2005-09-09,217
"619","RSM00031510",2005-09-10,178
"620","RSM00031510",2005-09-11,163
"621","RSM00031510",2005-09-12,157
"622","RSM00031510",2005-09-13,154
"623","RSM00031510",2005-09-14,173
"624","RSM00031510",2005-09-15,162
"625","RSM00031510",2005-09-16,180
"626","RSM00031510",2005-09-17,165
"627","RSM00031510",2005-09-18,111
"628","RSM00031510",2005-09-19,112
"629","RSM00031510",2005-09-20,112
"630","RSM00031510",2005-09-21,127
"631","RSM00031510",2005-09-22,121
"632","RSM00031510",2005-09-23,127
"633","RSM00031510",2005-09-24,133
"634","RSM00031510",2005-09-25,136
"635","RSM00031510",2005-09-26,142
"636","RSM00031510",2005-09-27,146
"637","RSM00031510",2005-09-28,147
"638","RSM00031510",2005-09-29,148
"639","RSM00031510",2005-09-30,109
"640","RSM00031510",2005-10-01,117
"641","RSM00031510",2005-10-02,80
"642","RSM00031510",2005-10-03,102
"643","RSM00031510",2005-10-04,23
"644","RSM00031510",2005-10-05,64
"645","RSM00031510",2005-10-06,49
"646","RSM00031510",2005-10-07,61
"647","RSM00031510",2005-10-08,80
"648","RSM00031510",2005-10-09,94
"649","RSM00031510",2005-10-10,106
"650","RSM00031510",2005-10-11,113
"651","RSM00031510",2005-10-12,105
"652","RSM00031510",2005-10-13,101
"653","RSM00031510",2005-10-14,42
"654","RSM00031510",2005-10-15,45
"655","RSM00031510",2005-10-16,36
"656","RSM00031510",2005-10-17,10
"657","RSM00031510",2005-10-18,5
"658","RSM00031510",2005-10-19,71
"659","RSM00031510",2005-10-20,-36
"660","RSM00031510",2005-10-21,-53
"661","RSM00031510",2005-10-22,16
"662","RSM00031510",2005-10-23,43
"663","RSM00031510",2005-10-24,-12
"664","RSM00031510",2005-10-25,-33
"665","RSM00031510",2005-10-26,-6
"666","RSM00031510",2005-10-27,7
"667","RSM00031510",2005-10-28,14
"668","RSM00031510",2005-10-29,-15
"669","RSM00031510",2005-10-30,-9
"670","RSM00031510",2005-10-31,48
"671","RSM00031510",2005-11-01,45
"672","RSM00031510",2005-11-02,3
"673","RSM00031510",2005-11-03,-30
"674","RSM00031510",2005-11-04,-3
"675","RSM00031510",2005-11-05,-8
"676","RSM00031510",2005-11-06,3
"677","RSM00031510",2005-11-07,-34
"678","RSM00031510",2005-11-08,-27
"679","RSM00031510",2005-11-09,-54
"680","RSM00031510",2005-11-10,-78
"681","RSM00031510",2005-11-11,-100
"682","RSM00031510",2005-11-12,-79
"683","RSM00031510",2005-11-13,-84
"684","RSM00031510",2005-11-14,-80
"685","RSM00031510",2005-11-15,-91
"686","RSM00031510",2005-11-16,-112
"687","RSM00031510",2005-11-17,-114
"688","RSM00031510",2005-11-18,-106
"689","RSM00031510",2005-11-19,-128
"690","RSM00031510",2005-11-20,-136
"691","RSM00031510",2005-11-21,-136
"692","RSM00031510",2005-11-22,-112
"693","RSM00031510",2005-11-23,-121
"694","RSM00031510",2005-11-24,-117
"695","RSM00031510",2005-11-25,-140
"696","RSM00031510",2005-11-26,-129
"697","RSM00031510",2005-11-27,-176
"698","RSM00031510",2005-11-28,-177
"699","RSM00031510",2005-11-29,-212
"700","RSM00031510",2005-11-30,-223
"701","RSM00031510",2005-12-01,-174
"702","RSM00031510",2005-12-02,-151
"703","RSM00031510",2005-12-03,-66
"704","RSM00031510",2005-12-04,-49
"705","RSM00031510",2005-12-05,-111
"706","RSM00031510",2005-12-06,-159
"707","RSM00031510",2005-12-07,-184
"708","RSM00031510",2005-12-08,-213
"709","RSM00031510",2005-12-09,-197
"710","RSM00031510",2005-12-10,-209
"711","RSM00031510",2005-12-11,-203
"712","RSM00031510",2005-12-12,-194
"713","RSM00031510",2005-12-13,-148
"714","RSM00031510",2005-12-14,-139
"715","RSM00031510",2005-12-15,-167
"716","RSM00031510",2005-12-16,-236
"717","RSM00031510",2005-12-17,-181
"718","RSM00031510",2005-12-18,-227
"719","RSM00031510",2005-12-19,-213
"720","RSM00031510",2005-12-20,-186
